party_id,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,type_of_collision,involves_pedestrian,involves_bicycle,involves_motorcycle,involves_vehicle,ped_action,point,mviw
170,,Driver,Not Stated,Not Stated,Bicyclist,East,Proceeding Straight,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.411151972 37.787942153),Non-Collision
171,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.428515378 37.762889456),Non-Collision
172,,Bicyclist,West,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.392749787 37.778851718),Non-Collision
173,1.0,Driver,North,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.419738734 37.785892901),Other Motor Vehicle
174,,Bicyclist,South,Proceeding Straight,Driver,South,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.447199964 37.779213274),Bicycle
175,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.435284958 37.71689626),Fixed Object
176,,Driver,North,Making Right Turn,Pedestrian,West,Stopped In Road,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.441019562 37.716459546),Pedestrian
177,1.0,Bicyclist,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.445893527 37.772951853),Bicycle
178,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.424207744 37.774815604),Other Motor Vehicle
179,,Driver,West,Proceeding Straight,Bicyclist,West,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.426381708 37.764645688),Bicycle
180,,Driver,West,Changing Lanes,Driver,West,Proceeding Straight,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.414492296 37.748279276),Non-Collision
181,,Pedestrian,West,Other,Driver,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.414541468 37.757297644),Pedestrian
182,,Driver,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.439844236 37.776644008),Other Motor Vehicle
183,1.0,Parked Vehicle,West,Parked,Bicyclist,West,Proceeding Straight,Sideswipe,0,1,0,0,No Pedestrian Involved,,Bicycle
184,,Bicyclist,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.416580344 37.778657856),Bicycle
185,,Bicyclist,West,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.430047266 37.778850928),Not Stated
186,,Bicyclist,Not Stated,Proceeding Straight,Driver,North,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.422043814 37.766539576),Bicycle
187,,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.400297759 37.777799012),Other Motor Vehicle
188,,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.402524096 37.776039321),Fixed Object
189,,Driver,South,Not Stated,Pedestrian,West,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.411541531 37.795408527),Not Stated
190,,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.421941248 37.773036051),Other Motor Vehicle
191,,Driver,North,Not Stated,Other,East,Not Stated,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.418658583 37.775558163),Not Stated
192,,Pedestrian,East,Proceeding Straight,Driver,North,Backing,Vehicle/Pedestrian,1,0,0,1,Not in Road,POINT (-122.440516995 37.726447189),Pedestrian
193,,Driver,East,Proceeding Straight,Driver,East,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.464318623 37.780992259),Other Motor Vehicle
194,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.421843979 37.764473975),Not Stated
195,,Driver,North,Making Right Turn,Bicyclist,West,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.399685488 37.739901974),Bicycle
196,1.0,Other,South,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.496414561 37.762711337),Other Motor Vehicle
197,,Driver,South,Stopped,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.422571063 37.748772898),Non-Collision
198,,Other,South,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,0,No Pedestrian Involved,POINT (-122.402328705 37.779419758),Fixed Object
199,1.0,Driver,North,Proceeding Straight,Driver,South,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.403592889 37.727634127),Other Motor Vehicle
200,,Driver,South,Proceeding Straight,Bicyclist,West,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.453979523 37.771428395),Bicycle
201,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.386374156 37.769932666),Not Stated
202,,Driver,South,Proceeding Straight,Bicyclist,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.462416302 37.784906862),Not Stated
203,,Bicyclist,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.409050495 37.808110754),Non-Collision
204,,Bicyclist,North,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.418179079 37.79489769),Not Stated
205,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Not Stated,0,0,0,1,No Pedestrian Involved,,Other Motor Vehicle
206,1.0,Driver,North,Making Left Turn,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.386554541 37.741950241),Other Motor Vehicle
207,1.0,Driver,North,Proceeding Straight,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.41537789 37.789349644),Pedestrian
208,1.0,Other,East,Traveling Wrong Way,Driver,North,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.405988354 37.785724341),Not Stated
209,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.416234512 37.765258731),Other Motor Vehicle
210,1.0,Driver,South,Making Left Turn,Driver,East,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.437439121 37.723716463),Other Motor Vehicle
211,1.0,Driver,North,Proceeding Straight,Driver,South,Stopped In Road,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.472322355 37.721623768),Fixed Object
212,1.0,Driver,North,Changing Lanes,Driver,North,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.400816488 37.771147521),Other Motor Vehicle
213,1.0,Driver,West,Making Right Turn,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.503785478 37.760519139),Pedestrian
214,1.0,Driver,South,Slowing/Stopping,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.477496321 37.772406837),Other Motor Vehicle
215,,Driver,East,Changing Lanes,Driver,East,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.40276677 37.792851223),Other Motor Vehicle
216,1.0,Driver,South,Entering Traffic,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.407771211 37.773166019),Other Motor Vehicle
217,1.0,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.427913715 37.776253667),Pedestrian
218,1.0,Bicyclist,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.423668483 37.771740356),Bicycle
219,1.0,Driver,West,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.41979728 37.802926827),Other Motor Vehicle
220,1.0,Bicyclist,West,Proceeding Straight,Driver,West,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.410292027 37.782230575),Bicycle
221,1.0,Driver,East,Proceeding Straight,Driver,North,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.44534674 37.778836633),Other Motor Vehicle
222,1.0,Driver,West,Other Unsafe Turning,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.406429154 37.764547654),Other Motor Vehicle
223,1.0,Driver,South,Proceeding Straight,Pedestrian,Not Stated,Stopped,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.404447759 37.784625853),Pedestrian
224,1.0,Driver,South,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.416510771 37.803347967),Other Motor Vehicle
225,1.0,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.397574469 37.789762598),Other Motor Vehicle
226,1.0,Driver,South,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.496635996 37.733770844),Other Motor Vehicle
227,1.0,Driver,East,Proceeding Straight,Driver,North,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.439742768 37.731584226),Other Motor Vehicle
228,,Driver,South,Proceeding Straight,Driver,North,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.412364088 37.791152642),Other Motor Vehicle
229,1.0,Driver,South,Backing,Driver,East,Making Right Turn,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.406999052 37.789638206),Other Motor Vehicle
230,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.409754935 37.79490243),Other Motor Vehicle
231,,Driver,North,Making U Turn,Parked Vehicle,Not Stated,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.436651539 37.722225636),Not Stated
232,1.0,Driver,North,Making U Turn,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.417645452 37.766805242),Other Motor Vehicle
233,1.0,Driver,West,Making Right Turn,Driver,West,Making Right Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.419693566 37.777299856),Other Motor Vehicle
234,1.0,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.472065909 37.726811987),Pedestrian
235,1.0,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.46891899 37.716098256),Other Motor Vehicle
236,1.0,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.432857064 37.725870914),Pedestrian
237,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.429983737 37.794867501),Other Motor Vehicle
238,1.0,Other,North,Making Left Turn,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.389760168 37.744672675),Other Motor Vehicle
239,1.0,Pedestrian,South,Entering Traffic,Driver,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.402191761 37.788559267),Pedestrian
240,1.0,Driver,North,Stopped In Road,Driver,North,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.394206077 37.776037675),Other Motor Vehicle
241,1.0,Driver,South,Making Right Turn,Pedestrian,East,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.436265312 37.800797917),Pedestrian
242,1.0,Driver,North,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.465632312 37.784852534),Other Motor Vehicle
243,1.0,Driver,South,Backing,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.465492391 37.782890981),Pedestrian
244,1.0,Driver,South,Ran Off Road,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.432043924 37.805096422),Other Object
245,1.0,Driver,South,Stopped In Road,Parked Vehicle,South,Parked,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.396112475 37.721490863),Other Motor Vehicle
246,1.0,Driver,East,Making Right Turn,Driver,North,Stopped,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.405932759 37.769590557),Other Motor Vehicle
247,1.0,Driver,North,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.475409075 37.739325432),Other Motor Vehicle
248,1.0,Driver,North,Making Right Turn,Pedestrian,Not Stated,Entering Traffic,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.411610117 37.773769347),Pedestrian
249,1.0,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.42046171 37.744705114),Other Motor Vehicle
250,1.0,Bicyclist,North,Entering Traffic,Parked Vehicle,East,Parked,Sideswipe,0,1,0,0,No Pedestrian Involved,POINT (-122.391794669 37.739207554),Bicycle
251,1.0,Driver,West,Proceeding Straight,Driver,East,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.477362831 37.766062486),Other Motor Vehicle
252,1.0,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.402571331 37.791898939),Other Motor Vehicle
253,1.0,Driver,West,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.434478649 37.728731783),Motor Vehicle on Other Roadway
254,1.0,Bicyclist,North,Proceeding Straight,Driver,West,Not Stated,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.422526345 37.771595103),Bicycle
255,1.0,Driver,West,Making Left Turn,Bicyclist,West,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.447394863 37.759372842),Bicycle
256,1.0,Driver,North,Proceeding Straight,Parked Vehicle,Not Stated,Parked,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.452668962 37.711455733),Parked Motor Vehicle
257,1.0,Bicyclist,East,Proceeding Straight,Driver,South,Stopped In Road,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.450860385 37.745935655),Bicycle
258,1.0,Driver,South,Proceeding Straight,Parked Vehicle,South,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.474954554 37.719900314),Parked Motor Vehicle
259,1.0,Driver,West,Proceeding Straight,Driver,North,Stopped In Road,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.391141366 37.718040053),Other Motor Vehicle
260,,Driver,East,Merging,Driver,West,Proceeding Straight,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.418837001 37.772557817),Non-Collision
261,1.0,Bicyclist,East,Making Right Turn,Pedestrian,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,0,Crossing in Crosswalk at Intersection,POINT (-122.41827132 37.761901563),Pedestrian
262,1.0,Pedestrian,West,Not Stated,Driver,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.411680451 37.777470225),Pedestrian
263,1.0,Driver,South,Proceeding Straight,Pedestrian,West,Not Stated,Head-On,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.383431184 37.729737553),Pedestrian
264,1.0,Driver,East,Changing Lanes,Driver,West,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.455921337 37.779912044),Other Motor Vehicle
265,1.0,Driver,West,Making Left Turn,Driver,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Not in Road,POINT (-122.429470884 37.800678408),Fixed Object
266,1.0,Bicyclist,East,Proceeding Straight,Pedestrian,East,Other,Vehicle/Pedestrian,1,0,0,0,Not in Road,POINT (-122.413133125 37.777476823),Pedestrian
267,,Driver,South,Proceeding Straight,Bicyclist,Not Stated,Other,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.399616233 37.780791483),Bicycle
268,1.0,Driver,East,Proceeding Straight,Driver,East,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.442978869 37.735673599),Other Motor Vehicle
269,1.0,Driver,East,Proceeding Straight,Parked Vehicle,Not Stated,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.380414633 37.732449693),Parked Motor Vehicle
270,1.0,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.499413198 37.731131922),Fixed Object
271,1.0,Driver,West,Proceeding Straight,Driver,West,Slowing/Stopping,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.432728876 37.800283302),Other Motor Vehicle
272,,Driver,East,Backing,Pedestrian,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk Not at Intersection,POINT (-122.463746565 37.740048457),Pedestrian
273,1.0,Bicyclist,West,Proceeding Straight,Bicyclist,West,Proceeding Straight,Broadside,0,1,0,0,No Pedestrian Involved,POINT (-122.402137822 37.788601908),Bicycle
274,1.0,Driver,North,Making Right Turn,Bicyclist,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.480590017 37.782212313),Bicycle
275,1.0,Bicyclist,East,Crossed Into Opposing Lane - Unplanned,Driver,East,Making Left Turn,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.390994445 37.782701985),Bicycle
276,1.0,Other,South,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,0,No Pedestrian Involved,POINT (-122.423945257 37.781671267),Not Stated
277,1.0,Driver,West,Making Left Turn,Bicyclist,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.430047265 37.778850929),Bicycle
278,1.0,Driver,West,Changing Lanes,Bicyclist,West,Proceeding Straight,Rear End,0,1,0,1,No Pedestrian Involved,POINT (-122.391840525 37.778125698),Bicycle
279,1.0,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.405585295 37.765900401),Other Motor Vehicle
280,1.0,Driver,West,Making Right Turn,Pedestrian,South,Other,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.429365859 37.775111181),Pedestrian
281,1.0,Driver,North,Making Right Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.471905103 37.775003337),Other Motor Vehicle
282,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.447429371 37.772799176),Other Motor Vehicle
283,,Other,East,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,0,No Pedestrian Involved,POINT (-122.417501463 37.776540894),Fixed Object
284,1.0,Driver,East,Ran Off Road,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.440897765 37.753301498),Fixed Object
285,1.0,Driver,South,Making Left Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.400297759 37.777799011),Other Motor Vehicle
286,1.0,Driver,North,Making Left Turn,Driver,South,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.421886446 37.764917378),Other Motor Vehicle
287,1.0,Bicyclist,South,Proceeding Straight,Driver,East,Making Left Turn,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.40413786 37.773794432),Bicycle
288,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.471982728 37.71559452),Other Motor Vehicle
