OBJECTID,POST_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,STREET_ID,STREET_NAME,STREET_NUM,STREET_SEG_CTRLN_ID,LONGITUDE,LATITUDE,WORK_ORDER,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,ON_OFFSTREET_TYPE_DESC,METER_STATUS,METER_TYPE_DESC,GEO_POINT,LOCATION_GRID,IS_ACTIVE,IS_TEMPORARY,PARKING_ZONE
169472,411-11360,0,ON,SFMTA,17.0,411112,T,UY,SS,MacKay,mkBeacon,Grey,411.0,FELL ST,1136.0,5450000.0,-122.4373231975,37.774164398100005,,DPT MOS,DPT MOS,C-1,,,POINT (-122.437323198 37.774164398),Hayes Valley,5,9,23,23,4,11,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4373231975 37.774164398100005),-122.437_37.774,False,True,17.0_Hayes Valley_5
169501,207-03350,0,ON,SFMTA,14.0,207031,M,-,SS,IPS,M5,Grey,207.0,07TH ST,335.0,372000.0,-122.4068873852,37.7761099486,,DPT MOS,DPT MOS,N-3,,,POINT (-122.406887385 37.776109949),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4068873852 37.7761099486),-122.407_37.776,True,False,14.0_South of Market_6
169595,440-52010,0,ON,SFMTA,21.0,440521,T,UD,SS,IPS,M5,Yellow,440.0,GEARY BLVD,5201.0,6073101.0,-122.4752524996,37.7803877992,,DPT MOS,DPT MOS,B-3,,,POINT (-122.4752525 37.780387799),Outer Richmond,1,29,5,5,8,4,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4752524996 37.7803877992),-122.475_37.78,False,True,21.0_Outer Richmond_1
169610,502-03290,0,ON,SFMTA,13.0,502031,T,U8,SS,IPS,M5,Grey,502.0,JONES ST,329.0,7566000.0,-122.4128270016,37.7847041999,,DPT MOS,DPT MOS,J-1,,,POINT (-122.412827002 37.7847042),Tenderloin,5,36,20,20,5,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4128270016 37.7847041999),-122.413_37.785,False,True,13.0_Tenderloin_5
170069,208-03490,0,ON,SFMTA,2.0,208031,M,-,SS,IPS,M5,Grey,208.0,08TH ST,349.0,412000.0,-122.4087297618,37.7739958202,,DPT MOS,DPT MOS,N-2,,,POINT (-122.408729762 37.77399582),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4087297618 37.7739958202),-122.409_37.774,True,False,2.0_South of Market_6
170227,568-25300,0,ON,SFMTA,4.0,568252,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,2530.0,9123000.0,-122.4188983996,37.7560706016,,DPT MOS,DPT MOS,R-3,,,POINT (-122.4188984 37.756070602),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4188983996 37.7560706016),-122.419_37.756,True,False,4.0_Mission_9
170429,470-01230,0,ON,SFMTA,1.0,470011,U,U5,SS,IPS,M5,Grey,470.0,HOWARD ST,123.0,7029000.0,-122.3926936566,37.7910528429,,,,M-1,,,POINT (-122.392693657 37.791052843),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3926936566 37.7910528429),-122.393_37.791,False,False,1.0_Financial District/South Beach_6
170460,325-05006,0,ON,SFMTA,6.0,325052,P,-,MS,MacKay,Tango,Grey,,BAY ST,500.0,2777000.0,-122.4163646006,37.8053509005,,M-201,M201-53,F-1,Fishermans Wharf,JONES ST 2600,POINT (-122.416364601 37.8053509),North Beach,3,23,99,99,6,3,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.4163646006 37.8053509005),-122.416_37.805,False,False,6.0_North Beach_3
171039,593-06320,0,ON,SFMTA,13.0,593062,U,U1,-,-,-,-,593.0,O'FARRELL ST,632.0,9732000.0,-122.415749598,37.7854994972,,,,E-1,,,POINT (-122.415749598 37.785499497),Tenderloin,5,36,20,20,5,10,ON_STREET,Unmetered,Unknown,POINT(-122.415749598 37.7854994972),-122.416_37.785,False,False,13.0_Tenderloin_5
171197,363-02230,0,ON,SFMTA,12.0,363021,M,UY,SS,IPS,M5,Yellow,363.0,COLUMBUS AVE,223.0,4290000.0,-122.406286502,37.7974857976,,DPT MOS,DPT MOS,G-3,,,POINT (-122.406286502 37.797485798),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.406286502 37.7974857976),-122.406_37.797,True,False,12.0_Chinatown_3
171327,667-01840,0,ON,SFMTA,14.0,667012,M,-,SS,IPS,M5,Grey,667.0,SOUTH VAN NESS AVE,184.0,12017202.0,-122.4179066976,37.7704941024,,DPT MOS,DPT MOS,N-1,,,POINT (-122.417906698 37.770494102),Mission,6,20,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4179066976 37.7704941024),-122.418_37.77,True,False,14.0_Mission_6
171760,370-01570,0,ON,SFMTA,4.0,370011,U,U2,-,-,-,-,370.0,CAPP ST,157.0,3673000.0,-122.4184925422,37.7637201967,,,,R-2,,,POINT (-122.418492542 37.763720197),Mission,9,20,53,53,3,2,ON_STREET,Unmetered,Unknown,POINT(-122.4184925422 37.7637201967),-122.418_37.764,False,False,4.0_Mission_9
171853,330-03030,0,ON,SFMTA,2.0,330031,U,U9,SS,IPS,M5,Grey,330.0,BRANNAN ST,303.0,3074000.0,-122.3921338988,37.7816785005,,,,M-3,,,POINT (-122.392133899 37.7816785),Financial District/South Beach,6,8,31,31,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3921338988 37.7816785005),-122.392_37.782,False,False,2.0_Financial District/South Beach_6
172952,206-03490,0,ON,SFMTA,14.0,206031,M,-,SS,IPS,M5,Grey,206.0,06TH ST,349.0,335000.0,-122.4042841281,37.777568036800005,,DPT MOS,DPT MOS,N-3,,,POINT (-122.404284128 37.777568037),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4042841281 37.777568036800005),-122.404_37.778,True,False,14.0_South of Market_6
173344,563-01012,0,ON,SFMTA,13.0,563011,U,U8,-,-,-,-,563.0,MCALLISTER ST,101.0,8890000.0,-122.4138111156,37.7808477019,,,,J-4,,,POINT (-122.413811116 37.780847702),Tenderloin,5,36,21,21,5,10,ON_STREET,Unmetered,Unknown,POINT(-122.4138111156 37.7808477019),-122.414_37.781,False,False,13.0_Tenderloin_5
173759,386-01010,0,ON,SFMTA,1.0,386011,U,U1,-,-,-,-,386.0,DRUMM ST,101.0,4971000.0,-122.3967177995,37.7946712998,,,,I-1,,,POINT (-122.396717799 37.7946713),Financial District/South Beach,3,8,108,108,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.3967177995 37.7946712998),-122.397_37.795,False,False,1.0_Financial District/South Beach_3
173767,359-04020,0,ON,SFMTA,1.0,359042,U,UD,SS,IPS,M5,Grey,359.0,CLAY ST,402.0,4083000.0,-122.400482699,37.7950302017,,,,I-1,,,POINT (-122.400482699 37.795030202),Chinatown,3,6,108,108,6,3,ON_STREET,Unmetered,Single-space,POINT(-122.400482699 37.7950302017),-122.4_37.795,False,False,1.0_Chinatown_3
174390,440-31090,0,ON,SFMTA,20.0,440311,M,-,SS,IPS,M5,Grey,440.0,GEARY BLVD,3109.0,6050101.0,-122.4524883011,37.7816731975,,126,126-3,B-1,Geary St: 2400 - 4800,Geary2600-3100,POINT (-122.452488301 37.781673198),Lone Mountain/USF,2,18,12,12,8,4,ON_STREET,Active,Single-space,POINT(-122.4524883011 37.7816731975),-122.452_37.782,True,False,20.0_Lone Mountain/USF_2
174773,443-00610,0,ON,SFMTA,14.0,443003,U,U9,-,-,-,-,443.0,GOUGH ST,61.0,6311000.0,-122.4223299005,37.7732459986,,,,J-5,,,POINT (-122.422329901 37.773245999),Hayes Valley,6,9,26,26,4,11,ON_STREET,Unmetered,Unknown,POINT(-122.4223299005 37.7732459986),-122.422_37.773,False,False,14.0_Hayes Valley_6
174817,330-08180,0,ON,SFMTA,42.0,330082,U,UC,SS,IPS,M5,Grey,330.0,BRANNAN ST,818.0,3088000.0,-122.4037971997,37.7727053993,,,,S-1,,,POINT (-122.4037972 37.772705399),South of Market,6,34,33,33,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.4037971997 37.7727053993),-122.404_37.773,False,False,42.0_South of Market_6
175742,212-02230,0,ON,SFMTA,14.0,212021,M,-,SS,IPS,M5,Grey,212.0,12TH ST,223.0,543000.0,-122.4160629555,37.7714092538,,DPT MOS,DPT MOS,N-1,,,POINT (-122.416062956 37.771409254),Mission,6,20,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4160629555 37.7714092538),-122.416_37.771,True,False,14.0_Mission_6
176296,580-00610,0,ON,SFMTA,1.0,580001,U,U9,-,-,-,-,580.0,NATOMA ST,61.0,9507000.0,-122.3979254977,37.7878476986,,,,M-2,,,POINT (-122.397925498 37.787847699),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.3979254977 37.7878476986),-122.398_37.788,False,False,1.0_Financial District/South Beach_6
177127,443-13070,0,ON,SFMTA,15.0,443131,M,-,SS,IPS,M5,Grey,443.0,GOUGH ST,1307.0,6331000.0,-122.4248499979,37.7857330003,,425,425-1,E-3,Elm St: 100,Elm,POINT (-122.424849998 37.785733),Japantown,2,15,100,100,4,11,ON_STREET,Active,Single-space,POINT(-122.4248499979 37.7857330003),-122.425_37.786,True,False,15.0_Japantown_2
177277,561-02063,3,ON,SFMTA,1.0,561022,U,U1,MS,MacKay,Elite,Black,561.0,MAIN ST,206.0,8629000.0,-122.3932045975,37.7903584977,,,,M-1,,,POINT (-122.393204598 37.790358498),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Unmetered,Multi-space,POINT(-122.3932045975 37.7903584977),-122.393_37.79,False,False,1.0_Financial District/South Beach_6
177429,463-01480,0,ON,SFMTA,2.0,463012,M,-,SS,IPS,M5,Red,463.0,HAWTHORNE ST,148.0,6810000.0,-122.3966101983,37.7836383012,,DPT MOS,DPT MOS,M-2,,,POINT (-122.396610198 37.783638301),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.3966101983 37.7836383012),-122.397_37.784,True,False,2.0_Financial District/South Beach_6
177672,570-03750,0,ON,SFMTA,1.0,570031,U,U5,-,-,-,-,570.0,MINNA ST,375.0,9042000.0,-122.4056657517,37.782493113600005,,,,N-3,,,POINT (-122.405665752 37.782493114),South of Market,6,34,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.4056657517 37.782493113600005),-122.406_37.782,False,False,1.0_South of Market_6
178359,684-03304,0,ON,SFMTA,2.0,684032,U,U3,-,-,-,-,684.0,TOWNSEND ST,330.0,12663000.0,-122.3958393149,37.776558805,,,,N-4,,,POINT (-122.395839315 37.776558805),South of Market,6,34,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.3958393149 37.776558805),-122.396_37.777,False,False,2.0_South of Market_6
178680,720-09190,0,ON,SFMTA,12.0,720091,U,U9,-,-,-,-,720.0,WASHINGTON ST,919.0,13418000.0,-122.4088098013,37.7948099979,,,,G-3,,,POINT (-122.408809801 37.794809998),Chinatown,3,6,104,104,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.4088098013 37.7948099979),-122.409_37.795,False,False,12.0_Chinatown_3
178949,440-05220,0,ON,SFMTA,13.0,440052,U,U1,-,-,-,-,440.0,GEARY ST,522.0,6112000.0,-122.4122853016,37.7869060979,,,,J-2,,,POINT (-122.412285302 37.786906098),Tenderloin,3,36,50,50,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.4122853016 37.7869060979),-122.412_37.787,False,False,13.0_Tenderloin_3
180119,542-11290,0,ON,SFMTA,15.0,542111,U,U1,-,-,-,-,542.0,LARKIN ST,1129.0,8137000.0,-122.4187092983,37.7887859018,,,,D-1,,,POINT (-122.418709298 37.788785902),Nob Hill,3,21,50,50,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.4187092983 37.7887859018),-122.419_37.789,False,False,15.0_Nob Hill_3
180328,440-58040,0,ON,SFMTA,21.0,440582,T,U8,SS,IPS,M5,Grey,440.0,GEARY BLVD,5804.0,6079201.0,-122.4817905014,37.7803642013,,DPT MOS,DPT MOS,B-3,,,POINT (-122.481790501 37.780364201),Outer Richmond,1,29,8,8,8,4,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4817905014 37.7803642013),-122.482_37.78,False,True,21.0_Outer Richmond_1
181317,363-04155,0,ON,SFMTA,12.0,363041,U,U4,-,-,-,-,363.0,COLUMBUS AVE,415.0,4294000.0,-122.4084316157,37.7989767024,,,,G-4,,,POINT (-122.408431616 37.798976702),Chinatown,3,6,106,106,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.4084316157 37.7989767024),-122.408_37.799,False,False,12.0_Chinatown_3
181563,686-06330,0,ON,SFMTA,3.0,686061,M,-,SS,IPS,M5,Grey,686.0,TURK ST,633.0,12723000.0,-122.4197127015,37.7820173026,,DPT MOS,DPT MOS,J-3,,,POINT (-122.419712701 37.782017303),Tenderloin,5,36,21,21,4,10,ON_STREET,Active,Single-space,POINT(-122.4197127015 37.7820173026),-122.42_37.782,True,False,3.0_Tenderloin_5
181735,614-21250,0,ON,SFMTA,18.0,614211,U,U1,-,-,-,-,614.0,POST ST,2125.0,10650000.0,-122.4372242094,37.7845637077,,,,C-1,,,POINT (-122.437224209 37.784563708),Japantown,5,15,103,103,4,11,ON_STREET,Unmetered,Unknown,POINT(-122.4372242094 37.7845637077),-122.437_37.785,False,False,18.0_Japantown_5
181992,420-03130,0,ON,SFMTA,2.0,420031,U,U1,SS,IPS,M5,Grey,420.0,FREMONT ST,313.0,5864000.0,-122.3930898995,37.7877103974,,,,M-1,,,POINT (-122.3930899 37.787710397),Financial District/South Beach,6,8,30,30,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3930898995 37.7877103974),-122.393_37.788,False,False,2.0_Financial District/South Beach_6
182158,705-15190,0,ON,SFMTA,15.0,705151,M,-,SS,IPS,M5,Grey,705.0,VALLEJO ST,1519.0,13108000.0,-122.4226184,37.7967592989,,135,135-1,D-2,Pacific St: Broadway St,Pacific 1500-1700,POINT (-122.4226184 37.796759299),Russian Hill,3,32,105,105,4,3,ON_STREET,Active,Single-space,POINT(-122.4226184 37.7967592989),-122.423_37.797,True,False,15.0_Russian Hill_3
182665,651-06170,0,ON,SFMTA,1.0,651061,M,-,SS,IPS,M5,Yellow,651.0,SANSOME ST,617.0,11551000.0,-122.4018621982,37.7962589999,,DPT MOS,DPT MOS,G-2,,,POINT (-122.401862198 37.796259),Chinatown,3,6,106,106,6,3,ON_STREET,Active,Single-space,POINT(-122.4018621982 37.7962589999),-122.402_37.796,True,False,1.0_Chinatown_3
182945,831-05530,0,ON,PORT,2.0,831052,U,U1,-,-,-,-,831.0,EMBARCADERO SOUTH,553.0,12548201.0,-122.3876954016,37.7859947001,,,,Port 2,,,POINT (-122.387695402 37.7859947),Financial District/South Beach,6,8,31,31,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.3876954016 37.7859947001),-122.388_37.786,False,False,2.0_Financial District/South Beach_6
183073,684-03653,0,ON,SFMTA,2.0,684031,U,U5,-,-,-,-,684.0,TOWNSEND ST,365.0,12663000.0,-122.3962495196,37.7759248034,,,,N-4,,,POINT (-122.39624952 37.775924803),Mission Bay,6,4,34,34,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.3962495196 37.7759248034),-122.396_37.776,False,False,2.0_Mission Bay_6
184039,681-25280,0,ON,SFMTA,6.0,681252,U,U1,-,-,-,-,681.0,TAYLOR ST,2528.0,12463000.0,-122.4153391977,37.80623269910001,,,,F-1,,,POINT (-122.415339198 37.806232699),North Beach,3,23,99,99,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.4153391977 37.80623269910001),-122.415_37.806,False,False,6.0_North Beach_3
184043,681-26240,0,ON,SFMTA,6.0,681262,M,-,SS,IPS,M5,Grey,681.0,TAYLOR ST,2624.0,12464000.0,-122.4155254995,37.80716480030001,,201,201-52,F-1,Fishermans Wharf,Fishermans Wharf,POINT (-122.4155255 37.8071648),North Beach,3,23,99,99,6,3,ON_STREET,Active,Single-space,POINT(-122.4155254995 37.80716480030001),-122.416_37.807,True,False,6.0_North Beach_3
184157,930-00002,0,OFF,OffStr,14.0,473002,P,-,MS,GPS,GPS,Grey,473.0,HOFF ST,42.0,6935000.0,-122.4206863782,37.7643476449,,,,R-2,,,POINT (-122.420686378 37.764347645),Mission,9,20,53,53,3,2,OFF_STREET,Pay-by-license plate,Multi-space,POINT(-122.4206863782 37.7643476449),-122.421_37.764,False,False,14.0_Mission_9
184638,471-15090,0,ON,SFMTA,14.0,471151,M,-,SS,IPS,M5,Grey,471.0,HARRISON ST,1509.0,6737000.0,-122.412702595,37.7703721247,,DPT MOS,DPT MOS,N-1,,,POINT (-122.412702595 37.770372125),Mission,6,20,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.412702595 37.7703721247),-122.413_37.77,True,False,14.0_Mission_6
185289,847-03110,0,ON,PORT,6.0,847031,U,U9,-,-,-,-,847.0,JEFFERSON ST,311.0,7458000.0,-122.4178623014,37.8079009996,,,,Port 1,,,POINT (-122.417862301 37.807901),North Beach,3,23,99,99,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.4178623014 37.8079009996),-122.418_37.808,False,False,6.0_North Beach_3
186452,816-04001,0,ON,PORT,44.0,816041,U,-,MS,MacKay,Tango,Yellow,,16TH ST,400.0,696000.0,-122.3878413883,37.7669217456,,,,Port 3,,,POINT (-122.387841388 37.766921746),Mission Bay,6,4,34,34,1,10,ON_STREET,Unmetered,Multi-space,POINT(-122.3878413883 37.7669217456),-122.388_37.767,False,False,44.0_Mission Bay_6
186559,462-05191,19,ON,SFMTA,39.0,462051,U,-,MS,MacKay,Tango,Black,462.0,HAIGHT ST,519.0,6608000.0,-122.4309303981,37.771982901600005,,,,C-3,,,POINT (-122.430930398 37.771982902),Hayes Valley,5,9,26,26,4,11,ON_STREET,Unmetered,Multi-space,POINT(-122.4309303981 37.771982901600005),-122.431_37.772,False,False,39.0_Hayes Valley_5
186715,701-18150,0,ON,SFMTA,15.0,701181,M,-,SS,IPS,M5,Red,701.0,VAN NESS AVE,1815.0,13160101.0,-122.4229440984,37.7926046018,,410,410-3,D-2,Van Ness Ave: 200 - 2100,Van Ness 600,POINT (-122.422944098 37.792604602),Pacific Heights,2,30,102,102,4,6,ON_STREET,Active,Single-space,POINT(-122.4229440984 37.7926046018),-122.423_37.793,True,False,15.0_Pacific Heights_2
186783,592-03120,12,ON,SFMTA,3.0,592032,M,-,MS,MacKay,Tango,Grey,592.0,OCTAVIA ST,312.0,9880201.0,-122.4240317979,37.7752191208,,DPT MOS,DPT MOS,H-1,,,POINT (-122.424031798 37.775219121),Hayes Valley,5,9,22,22,4,11,ON_STREET,Active,Multi-space,POINT(-122.4240317979 37.7752191208),-122.424_37.775,True,False,3.0_Hayes Valley_5
186828,664-09006,0,ON,SFMTA,12.0,664092,P,-,MS,MacKay,Tango,Yellow,,STOCKTON ST,900.0,12205000.0,-122.407947885,37.7946410038,,,,G-3,,,POINT (-122.407947885 37.794641004),Chinatown,3,6,104,104,6,3,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.407947885 37.7946410038),-122.408_37.795,False,False,12.0_Chinatown_3
186895,400-09003,0,ON,SFMTA,3.0,400091,P,-,MS,MacKay,Tango,Grey,,EDDY ST,900.0,5067000.0,-122.4232961998,37.782525402400005,,M402,M402,E-4,EDDY ST,,POINT (-122.4232962 37.782525402),Western Addition,2,39,100,100,4,11,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.4232961998 37.782525402400005),-122.423_37.783,False,False,3.0_Western Addition_2
187412,216-30006,0,ON,SFMTA,4.0,216302,P,-,MS,MacKay,Tango,Grey,,16TH ST,3000.0,726000.0,-122.4203050003,37.7650818013,,M-335,M335-2,R-2,16th St: 3000,15TH ST,POINT (-122.420305 37.765081801),Mission,9,20,53,53,3,2,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.4203050003 37.7650818013),-122.42_37.765,False,False,4.0_Mission_9
187591,471-11330,0,ON,SFMTA,14.0,471111,M,-,SS,IPS,M5,Grey,471.0,HARRISON ST,1133.0,6729000.0,-122.4072585869,37.77468061610001,,M418,M418,N-2,,,POINT (-122.407258587 37.774680616),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4072585869 37.77468061610001),-122.407_37.775,True,False,14.0_South of Market_6
152244,591-19310,0,ON,SFMTA,36.0,591191,M,-,SS,IPS,M5,Grey,591.0,OCEAN AVE,1931.0,9832102.0,-122.4632733015,37.7255629998,,318,318-1,O-1,Ocean Ave: 1000 - 1900,Ocean 1000-1700,POINT (-122.463273301 37.725563),West of Twin Peaks,7,41,67,67,10,8,ON_STREET,Active,Single-space,POINT(-122.4632733015 37.7255629998),-122.463_37.726,True,False,36.0_West of Twin Peaks_7
158688,542-00070,7,ON,SFMTA,3.0,542001,M,-,MS,MacKay,Elite,Grey,542.0,LARKIN ST,7.0,8120000.0,-122.4165394974,37.7780340993,,M-414,M-414,J-4,Larkin St: 100 - 300,"Larkin St. 100, 300",POINT (-122.416539497 37.778034099),Tenderloin,6,36,21,21,5,10,ON_STREET,Active,Multi-space,POINT(-122.4165394974 37.7780340993),-122.417_37.778,True,False,3.0_Tenderloin_6
150726,202-06510,0,ON,SFMTA,2.0,202061,U,UC,SS,IPS,M5,Grey,202.0,02ND ST,651.0,147000.0,-122.3907597975,37.7809138027,,,,M-3,,,POINT (-122.390759797 37.780913803),Financial District/South Beach,6,8,31,31,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3907597975 37.7809138027),-122.391_37.781,False,False,2.0_Financial District/South Beach_6
150973,691-15150,0,ON,SFMTA,8.0,691151,M,-,SS,MacKay,mkBeacon,Yellow,691.0,UNION ST,1515.0,12864000.0,-122.4246380978,37.7984068011,,215,215-1,F-2,Union St:1500-2200 Fillmore St,Union,POINT (-122.424638098 37.798406801),Marina,2,13,15,15,4,6,ON_STREET,Active,Single-space,POINT(-122.4246380978 37.7984068011),-122.425_37.798,True,False,8.0_Marina_2
150150,650-36390,0,ON,SFMTA,19.0,650361,M,-,SS,MacKay,mkBeacon,Yellow,650.0,SACRAMENTO ST,3639.0,11268000.0,-122.453414602,37.7873140004,,103,103-3,C-2,Divisadero St: Sacramento St,Divisadero - Sacramento,POINT (-122.453414602 37.787314),Presidio Heights,2,31,10,10,8,6,ON_STREET,Active,Single-space,POINT(-122.453414602 37.7873140004),-122.453_37.787,True,False,19.0_Presidio Heights_2
160903,470-05530,0,ON,SFMTA,1.0,470051,M,-,SS,IPS,M5,Grey,470.0,HOWARD ST,553.0,7033000.0,-122.3972296991,37.7874650982,,404,404-1,M-2,Howard St: Unit - 600 Bryan St,Howard Unit-600,POINT (-122.397229699 37.787465098),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.3972296991 37.7874650982),-122.397_37.787,True,False,1.0_Financial District/South Beach_6
155466,401-07040,0,ON,SFMTA,15.0,401072,M,-,SS,IPS,M5,Yellow,401.0,ELLIS ST,704.0,5178000.0,-122.4180065987,37.7842713025,,415,415-2,E-4,Ellis St: Unit - 900,Ellis Unit-300,POINT (-122.418006599 37.784271303),Tenderloin,5,36,20,20,5,10,ON_STREET,Active,Single-space,POINT(-122.4180065987 37.7842713025),-122.418_37.784,True,False,15.0_Tenderloin_5
155891,680-12040,0,ON,SFMTA,26.0,680122,M,-,SS,IPS,M5,Grey,680.0,TARAVAL ST,1204.0,12398000.0,-122.4791979005,37.742978298,,321,321-2,A-2,Taraval St: 400 - 1800,Taraval,POINT (-122.479197901 37.742978298),Sunset/Parkside,4,35,40,40,10,7,ON_STREET,Active,Single-space,POINT(-122.4791979005 37.742978298),-122.479_37.743,True,False,26.0_Sunset/Parkside_4
157456,218-34330,0,ON,SFMTA,4.0,218341,M,-,SS,IPS,M5,Grey,218.0,18TH ST,3433.0,879000.0,-122.4206442998,37.7617031009,,334,334-2,R-3,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.4206443 37.761703101),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4206442998 37.7617031009),-122.421_37.762,True,False,4.0_Mission_9
155740,614-11010,0,ON,SFMTA,15.0,614111,U,U1,-,-,-,-,614.0,POST ST,1101.0,10640000.0,-122.4200524983,37.7867303015,,,,E-3,,,POINT (-122.420052498 37.786730302),Tenderloin,3,36,50,50,4,3,ON_STREET,Unmetered,Unknown,POINT(-122.4200524983 37.7867303015),-122.42_37.787,False,False,15.0_Tenderloin_3
160010,440-35250,0,ON,SFMTA,20.0,440351,M,UY,SS,IPS,M5,Grey,440.0,GEARY BLVD,3525.0,6055101.0,-122.4571883974,37.7812041015,,126,126-3,B-1,Geary St: 2400 - 4800,Geary2600-3100,POINT (-122.457188397 37.781204101),Lone Mountain/USF,2,18,12,12,8,4,ON_STREET,Active,Single-space,POINT(-122.4571883974 37.7812041015),-122.457_37.781,True,False,20.0_Lone Mountain/USF_2
161947,725-03570,0,ON,SFMTA,10.0,725031,M,-,SS,IPS,M5,Yellow,725.0,WEST PORTAL AVE,357.0,13579101.0,-122.4699435977,37.73707960070001,,320,320-2,A-1,West Portal Ave: Unit - 300,West Portal,POINT (-122.469943598 37.737079601),West of Twin Peaks,7,41,46,46,10,8,ON_STREET,Active,Single-space,POINT(-122.4699435977 37.73707960070001),-122.47_37.737,True,False,10.0_West of Twin Peaks_7
152280,114-04030,0,ON,SFMTA,21.0,114041,M,-,SS,IPS,M5,Grey,114.0,14TH AVE,403.0,556000.0,-122.4729042447,37.7804219511,,118,118-1,B-3,Geary St: 5000 - 5200,Geary,POINT (-122.472904245 37.780421951),Outer Richmond,1,29,5,5,8,4,ON_STREET,Active,Single-space,POINT(-122.4729042447 37.7804219511),-122.473_37.78,True,False,21.0_Outer Richmond_1
158143,701-10010,0,ON,SFMTA,15.0,701101,U,U8,-,-,-,-,701.0,VAN NESS AVE,1001.0,13152101.0,-122.421378398,37.7848593992,,,,E-3,,,POINT (-122.421378398 37.784859399),Western Addition,2,39,100,100,4,11,ON_STREET,Unmetered,Unknown,POINT(-122.421378398 37.7848593992),-122.421_37.785,False,False,15.0_Western Addition_2
153102,445-00690,0,ON,SFMTA,12.0,445001,M,-,SS,IPS,M5,Grey,445.0,GREEN ST,69.0,6439000.0,-122.4003763997,37.800531898500005,,203,203-4,G-1,Broadway St: Unit - 800,Battery: 800 - 1200,POINT (-122.4003764 37.800531899),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Single-space,POINT(-122.4003763997 37.800531898500005),-122.4_37.801,True,False,12.0_Financial District/South Beach_3
158617,359-08010,0,ON,SFMTA,12.0,359081,M,-,SS,IPS,M5,Grey,359.0,CLAY ST,801.0,4089000.0,-122.4063923989,37.7942113009,,213,213-1,I-4,Clay St: 100 - 900,Clay: 100 - 900,POINT (-122.406392399 37.794211301),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4063923989 37.7942113009),-122.406_37.794,True,False,12.0_Chinatown_3
